,name,price,sex,jewel_type,brand,material,color,index,age,income
5415,Ring chain,190,Women,Ring,Haritidis,Gold 14ct.,Gold,6901,45,>50K
5416,Ring halfway,140,Women,Ring,Haritidis,Gold 14ct.,Gold,6862,44,<=50K
5417,Ring monoch,210,Women,Ring,Haritidis,Gold 14ct.,White,745,25,<=50K
5418,Earrings rosette,240,Women,Earrings,Haritidis,Gold 14ct.,Gold,4032,35,<=50K
5419,Ring rosette,255,Women,Ring,Haritidis,Gold 14ct.,Gold,7453,47,<=50K
5420,Necklace rosette,150,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4586,36,<=50K
5421,Earrings rosette,120,Women,Earrings,Haritidis,Gold 14ct.,Gold,6492,43,>50K
5422,Ring corona,215,Women,Ring,Haritidis,Gold 14ct.,Rose,113,23,<=50K
5423,Ring woman,365,Women,Ring,Haritidis,Gold 14ct.,Rose,1186,27,<=50K
5424,Ring woman,365,Women,Ring,Haritidis,Gold 14ct.,Rose,238,23,<=50K
5425,Ring rosette,210,Women,Ring,Haritidis,Gold 14ct.,Gold,4624,37,>50K
5426,Ring rosette,245,Women,Ring,Haritidis,Gold 14ct.,Rose,5223,38,>50K
5427,Ring heart,380,Women,Ring,Haritidis,Gold 14ct.,Rose,7371,47,>50K
5428,Stavros female,180,Women,Cross,Haritidis,Gold 14ct.,Rose,5719,40,>50K
5429,Stavros female,240,Women,Cross,Haritidis,Gold 14ct.,Rose,6820,44,<=50K
5430,Stavros female,210,Women,Cross,Haritidis,Gold 14ct.,Rose,2862,32,>50K
5431,Bracelet Paul Hewitt Anchor Spirit Pearl IP Rose Gold,51,Women,Bracelet,Paul Hewitt,Stainless Steel,Rose,2816,32,<=50K
5432,Bracelet Anchor PHREP Lite IP Rose Gold Nylon Grey,30,Unisex,Bracelet,Paul Hewitt,Stainless Steel,Rose,1730,28,<=50K
5433,Bracelet Anchor PHREP Lite IP Rose Gold Grey,36,Unisex,Bracelet,Paul Hewitt,Stainless Steel,Rose,7317,46,<=50K
5434,Bracelet Anchor PHREP Lite IP Rose Gold Black,36,Unisex,Bracelet,Paul Hewitt,Stainless Steel,Rose,5450,39,>50K
5435,Bracelet Paul Hewitt Anchor Spirit Steel IP Rose Gold,51,Women,Bracelet,Paul Hewitt,Stainless Steel,Rose,3783,34,<=50K
5436,Bracelet Anchor PHREP Lite Stainless Steel Black,36,Unisex,Bracelet,Paul Hewitt,Stainless Steel,Rose,7228,46,>50K
5437,Bracelet Paul Hewitt Anchor Spirit Marble IP Rose Gold,51,Women,Bracelet,Paul Hewitt,Stainless Steel,Rose,3742,34,<=50K
5438,Ring Michael Kors Brilliance,119,Women,Ring,Michael Kors,Stainless Steel,Rose,2920,32,<=50K
5439,Ring Michael Kors Brilliance,119,Women,Ring,Michael Kors,Stainless Steel,White,6827,44,<=50K
5440,Bracelet Guess Jewel,39,Women,Bracelet,Guess,Metal Alloy,White,7051,45,<=50K
5441,Bracelet Guess Jewel,39,Women,Bracelet,Guess,Metal Alloy,Gold,336,23,>50K
5442,Bracelet Guess Jewel,39,Women,Bracelet,Guess,Metal Alloy,Gold,5428,39,<=50K
5443,Bracelet Guess Jewel,39,Women,Bracelet,Guess,Metal Alloy,Rose,4445,36,<=50K
5444,Bracelet Guess Jewel,70,Women,Bracelet,Guess,Metal Alloy,Rose,7217,46,>50K
5445,Bracelet Guess Jewel,69,Women,Bracelet,Guess,Metal Alloy,White,3199,33,<=50K
5446,Knot woman,500,Women,Necklaces,Haritidis,Gold 14ct.,White & Gold,6114,41,<=50K
5447,Necklace monoch,320,Women,Necklaces,Haritidis,Gold 18ct.,White,7294,46,<=50K
5448,Bracelet rings,110,Women,Bracelet,Haritidis,Gold 14ct.,Gold,4609,36,>50K
5449,Bracelet tricolor,130,Women,Bracelet,Haritidis,Gold 14ct.,"White, Gold & Rose",2587,31,<=50K
5450,Bracelet tricolor,210,Women,Bracelet,Haritidis,Gold 14ct.,"White, Gold & Rose",2618,31,<=50K
5451,Ring monoch,265,Women,Ring,Haritidis,Gold 14ct.,White,2850,32,>50K
5452,Ring halfway,260,Women,Ring,Haritidis,Gold 14ct.,White,1524,28,<=50K
5453,Necklace Bull Horn,225,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5439,39,<=50K
5454,Ring woman,440,Women,Ring,Haritidis,Gold 14ct.,Gold,4263,36,<=50K
5455,Ring wedding ring,70,Women,Ring,Haritidis,Gold 14ct.,White,7832,49,>50K
5456,Ring wedding ring,65,Women,Ring,Haritidis,Gold 14ct.,Gold,5844,40,<=50K
5457,Ring women's,145,Women,Ring,Haritidis,Gold 14ct.,Gold,2195,30,>50K
5458,Ring women's,125,Women,Ring,Haritidis,Gold 14ct.,Gold,163,23,<=50K
5459,Ring star,95,Women,Ring,Haritidis,Gold 14ct.,Gold,5211,38,<=50K
5460,Ring duplex,170,Women,Ring,Haritidis,Gold 14ct.,White & Rose,7310,46,<=50K
5461,Ring duplex,175,Women,Ring,Haritidis,Gold 14ct.,White & Rose,2866,32,>50K
5462,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,White,7308,46,>50K
5463,Ring women's,100,Women,Ring,Haritidis,Gold 14ct.,Rose,2787,31,<=50K
5464,Ring women's,95,Women,Ring,Haritidis,Gold 14ct.,Rose,3185,33,>50K
5465,Ring women's,100,Women,Ring,Haritidis,Gold 14ct.,Gold,2325,30,<=50K
5466,Ring women's,110,Women,Ring,Haritidis,Gold 14ct.,Gold,6861,44,<=50K
5467,Ring women's,110,Women,Ring,Haritidis,Gold 14ct.,Rose,1996,29,<=50K
5468,Ring women's,100,Women,Ring,Haritidis,Gold 14ct.,Rose,7299,46,>50K
5469,Ring halfway,185,Women,Ring,Haritidis,Gold 14ct.,Gold,3564,34,>50K
5470,Stavros male,195,Men,Cross,Haritidis,Gold 14ct.,White,6557,43,>50K
5471,Stavros female,210,Women,Cross,Haritidis,Gold 14ct.,Rose,4695,37,>50K
5472,Stavros with diamonds,680,Women,Cross,Haritidis,Gold 18ct.,White,5963,41,>50K
5473,Stavros male,225,Men,Cross,Haritidis,Gold 14ct.,White,966,26,>50K
5474,Stavros male,165,Men,Cross,Haritidis,Gold 14ct.,White & Gold,6506,43,>50K
5475,Stavros male,145,Men,Cross,Haritidis,Gold 14ct.,White & Gold,377,24,>50K
5476,Stavros male,145,Men,Cross,Haritidis,Gold 14ct.,White,6119,41,>50K
5477,Stavros male,225,Men,Cross,Haritidis,Gold 14ct.,White,6747,44,>50K
5478,Stavros male,140,Men,Cross,Haritidis,Gold 14ct.,White,3878,35,>50K
5479,Stavros male,140,Men,Cross,Haritidis,Gold 14ct.,White & Gold,6091,41,>50K
5480,Stavros male,140,Men,Cross,Haritidis,Gold 14ct.,White & Gold,5067,38,<=50K
5481,Stavros male,175,Men,Cross,Haritidis,Gold 14ct.,White & Gold,1265,27,<=50K
5482,Stavros male,225,Men,Cross,Haritidis,Gold 14ct.,White & Gold,7335,46,<=50K
5483,Stavros male,200,Men,Cross,Haritidis,Gold 14ct.,White & Gold,3446,33,<=50K
5484,Stavros female,245,Women,Cross,Haritidis,Gold 14ct.,White & Gold,2660,31,<=50K
5485,Stavros female,220,Women,Cross,Haritidis,Gold 14ct.,White & Gold,5713,40,<=50K
5486,Stavros female,160,Women,Cross,Haritidis,Gold 14ct.,Gold,5037,38,<=50K
5487,Stavros female,180,Women,Cross,Haritidis,Gold 14ct.,Gold,440,24,<=50K
5488,Stavros female,180,Women,Cross,Haritidis,Gold 14ct.,Rose,4201,35,<=50K
5489,Stavros female,275,Women,Cross,Haritidis,Gold 14ct.,Rose,5957,41,>50K
5490,Ring halfway,265,Women,Ring,Haritidis,Gold 14ct.,Rose,5688,40,<=50K
5491,Ring with pearl,240,Women,Ring,Haritidis,Gold 14ct.,Rose,2976,32,>50K
5492,Ring tear,160,Women,Ring,Haritidis,Gold 14ct.,Gold,7640,48,>50K
5493,Ring tear,160,Women,Ring,Haritidis,Gold 14ct.,White,3475,33,<=50K
5494,Ring tear,160,Women,Ring,Haritidis,Gold 14ct.,Rose,4044,35,<=50K
5495,Ring boob,325,Women,Ring,Haritidis,Gold 14ct.,Rose,3052,32,<=50K
5496,Bracelet Skagen Sea Glass,67,Women,Bracelet,Skagen,Stainless Steel,Rose,3003,32,<=50K
5497,Stavros female,265,Women,Cross,Haritidis,Gold 14ct.,Rose,2542,31,<=50K
5498,Monoch Ring,310,Women,Ring,Haritidis,Gold 18ct.,White,1739,28,<=50K
5499,Half-Eternity Ring,470,Women,Ring,Haritidis,Gold 18ct.,White,5975,41,>50K
5500,Ring late,690,Women,Ring,Haritidis,Gold 18ct.,White,5195,38,>50K
5501,Ring Michael Kors,119,Women,Ring,Michael Kors,Stainless Steel,Gold,3429,33,<=50K
5502,Bracelet Fossil,44,Women,Bracelet,Fossil,Stainless Steel,Rose,6776,44,>50K
5503,Bracelet woman,495,Women,Bracelet,Haritidis,Gold 14ct.,Gold,4982,38,<=50K
5504,Knot woman,980,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6541,43,<=50K
5505,Necklace with black diamond,740,Women,Necklaces,Haritidis,Gold 18ct.,Rose,6783,44,>50K
5506,Necklace heart,370,Women,Necklaces,Haritidis,Gold 18ct.,Rose,5391,39,<=50K
5507,Necklace heart,290,Women,Necklaces,Haritidis,Gold 18ct.,Rose,3615,34,>50K
5508,Necklace heart,290,Women,Necklaces,Haritidis,Gold 18ct.,Rose,1990,29,<=50K
5509,Necklace heart,290,Women,Necklaces,Haritidis,Gold 18ct.,Rose,5056,38,<=50K
5510,Necklace with diamonds,450,Women,Necklaces,Haritidis,Gold 18ct.,Rose,4322,36,>50K
5511,Bracelet long with pearl,95,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1366,27,<=50K
5512,Bracelet long with pearls,60,Women,Bracelet,Haritidis,Gold 14ct.,Gold,6768,44,>50K
5513,Stavros with diamonds,540,Women,Cross,Haritidis,Gold 18ct.,White,3102,32,>50K
5514,Necklace with pearl,330,Women,Necklaces,Haritidis,Gold 14ct.,Gold,924,26,>50K
5515,Necklace emerald,530,Women,Necklaces,Haritidis,Gold 18ct.,White,5073,38,<=50K
5516,Konstantinato,455,Unisex,Religious jewels,Haritidis,Gold 14ct.,Gold,2434,31,>50K
5517,Necklace wings with diamond,700,Women,Necklaces,Haritidis,Gold 18ct.,Rose,1626,28,>50K
5518,Konstantinato,190,Unisex,Religious jewels,Haritidis,Gold 14ct.,Gold,1036,26,<=50K
5519,Konstantinato,275,Unisex,Religious jewels,Haritidis,Gold 14ct.,Gold,1690,28,>50K
5520,Konstantinato,180,Unisex,Religious jewels,Haritidis,Gold 14ct.,Gold,3191,33,<=50K
5521,Konstantinato - Jesus,225,Unisex,Religious jewels,Haritidis,Gold 14ct.,Gold,5294,39,<=50K
5522,Konstantinato - Baptism,315,Unisex,Religious jewels,Haritidis,Gold 14ct.,Gold,4826,37,<=50K
5523,Virgin,145,Women,Religious jewels,Haritidis,Gold 14ct.,White,6774,44,>50K
5524,Virgin,120,Women,Religious jewels,Haritidis,Gold 14ct.,White & Gold,4780,37,>50K
5525,Konstantinato-Panagia,165,Unisex,Religious jewels,Haritidis,Gold 14ct.,White & Gold,1822,29,>50K
5526,Holy Mary Charm,165,Unisex,Religious jewels,Haritidis,Gold 14ct.,White & Gold,1722,28,<=50K
5527,Jesus,155,Unisex,Religious jewels,Haritidis,Gold 14ct.,Gold,1510,28,<=50K
5528,Jesus,110,Unisex,Religious jewels,Haritidis,Gold 14ct.,Gold,345,23,<=50K
5529,Jesus,210,Unisex,Religious jewels,Haritidis,Gold 14ct.,Gold,3147,33,<=50K
5530,Earrings monopetra,130,Women,Earrings,Haritidis,Gold 14ct.,Gold,2655,31,<=50K
5531,Earrings rosette,165,Women,Earrings,Haritidis,Gold 14ct.,Gold,1650,28,<=50K
5532,Earrings rosette,155,Women,Earrings,Haritidis,Gold 14ct.,Gold,3953,35,<=50K
5533,Pendant pearl,90,Women,Pendant,Haritidis,Gold 14ct.,Rose,5684,40,>50K
5534,Pendant pearl,50,Women,Pendant,Haritidis,Gold 14ct.,Gold,4655,37,>50K
5535,Pearl ring,170,Women,Ring,Haritidis,Gold 14ct.,Rose,4200,35,>50K
5536,Bracelet with flowers,210,Women,Bracelet,Haritidis,Gold 14ct.,White & Gold,5271,38,<=50K
5537,Necklace with billy,330,Women,Necklaces,Haritidis,Gold 14ct.,"White, Gold & Rose",2235,30,<=50K
5538,Stavros female,155,Women,Cross,Haritidis,Gold 14ct.,Rose,1789,29,>50K
5539,Bracelet butterfly,120,Women,Bracelet,Haritidis,Gold 14ct.,White & Gold,7921,50,<=50K
5540,Stavros female,155,Women,Cross,Haritidis,Gold 14ct.,White,6788,44,<=50K
5541,Stavros female,155,Women,Cross,Haritidis,Gold 14ct.,Gold,465,24,<=50K
5542,Necklace with pearl,175,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4992,38,>50K
5543,Earrings with pearls,200,Women,Earrings,Haritidis,Gold 14ct.,Gold,936,26,<=50K
5544,Ring with pearls,190,Women,Ring,Haritidis,Gold 14ct.,Gold,5228,38,<=50K
5545,Bracelet with pearls,430,Women,Bracelet,Haritidis,Gold 14ct.,Gold,1989,29,<=50K
5546,Necklace with pearls,1100,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6667,43,<=50K
5547,Necklace woman,680,Women,Necklaces,Haritidis,Gold 14ct.,White,1589,28,<=50K
5548,Bracelet woman,390,Women,Bracelet,Haritidis,Gold 14ct.,White,6524,43,>50K
5549,Earrings woman,165,Women,Earrings,Haritidis,Gold 14ct.,White,2068,29,<=50K
5550,Ring woman,170,Women,Ring,Haritidis,Gold 14ct.,White,1893,29,<=50K
5551,Earrings with topaz and diamonds,1200,Women,Earrings,Haritidis,Gold 18ct.,White,214,23,<=50K
5552,Gold Cufflinks,710,Men,Cuff links,Haritidis,Gold 14ct.,White,4067,35,<=50K
5553,Gold Cufflinks,680,Men,Cuff links,Haritidis,Gold 14ct.,White,4020,35,<=50K
5554,Gold Cufflinks,710,Men,Cuff links,Haritidis,Gold 14ct.,White,5217,38,<=50K
5555,Ring with diamonds,650,Women,Ring,Haritidis,Gold 18ct.,White,3919,35,>50K
5556,Ring ruby,990,Women,Ring,Haritidis,Gold 18ct.,White,4004,35,<=50K
5557,Ring sapphire,600,Women,Ring,Haritidis,Gold 18ct.,White,4338,36,>50K
5558,Earrings with diamonds,600,Women,Earrings,Haritidis,Gold 18ct.,White,7405,47,>50K
5559,Earrings with diamonds,1500,Women,Earrings,Haritidis,Gold 18ct.,White,885,26,<=50K
5560,Ring sapphire,1550,Women,Ring,Haritidis,Gold 18ct.,White,2488,31,>50K
5561,Necklace with sapphires & diamonds,1760,Women,Necklaces,Haritidis,Gold 18ct.,White,5790,40,>50K
5562,Necklace woman,150,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6125,41,<=50K
5563,Necklace with circles,145,Women,Necklaces,Haritidis,Gold 14ct.,Gold,3325,33,<=50K
5564,Necklace with circles,160,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1042,26,<=50K
5565,Necklace woman,280,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7358,47,>50K
5566,"Earrings ""3 in 1""",250,Women,Earrings,Haritidis,Gold 14ct.,Gold,7643,48,<=50K
5567,Ring infinity,130,Women,Ring,Haritidis,Gold 14ct.,Gold,4093,35,<=50K
5568,Bracelet Eye-Cross,95,Women,Bracelet,Haritidis,Gold 14ct.,Rose,2157,30,<=50K
5569,Necklace Zodiac sign,120,Unisex,Necklaces,Haritidis,Gold 14ct.,Gold,3640,34,<=50K
5570,Necklace with pearl Baroque,190,Women,Necklaces,Haritidis,Gold 14ct.,Gold,17,22,<=50K
5571,Necklace with pearls,175,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4639,37,<=50K
5572,Necklace Stavros with pearl,175,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4159,35,>50K
5573,Pearl earrings,115,Women,Earrings,Haritidis,Gold 14ct.,Gold,5589,40,>50K
5574,Earrings tear,240,Women,Earrings,Haritidis,Gold 14ct.,Rose,4506,36,<=50K
5575,Earrings tear,330,Women,Earrings,Haritidis,Gold 14ct.,Gold,4455,36,<=50K
5576,Earrings rosette,260,Women,Earrings,Haritidis,Gold 14ct.,White,6529,43,<=50K
5577,Necklace rosette,180,Women,Necklaces,Haritidis,Gold 14ct.,White,6373,42,>50K
5578,Necklace crown-cross,115,Women,Necklaces,Haritidis,Gold 14ct.,Rose,4730,37,<=50K
5579,Necklace soda,105,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7285,46,<=50K
5580,Necklace soda,105,Women,Necklaces,Haritidis,Gold 14ct.,Rose,3858,34,<=50K
5581,Earrings rings,110,Women,Earrings,Haritidis,Gold 14ct.,"White, Gold & Rose",846,26,>50K
5582,Earrings rings,115,Women,Earrings,Haritidis,Gold 14ct.,White & Gold,3059,32,<=50K
5583,Earrings rings,120,Women,Earrings,Haritidis,Gold 14ct.,Gold,1014,26,<=50K
5584,Earrings rings,205,Women,Earrings,Haritidis,Gold 14ct.,White,5571,39,>50K
5585,Earrings rings,155,Women,Earrings,Haritidis,Gold 14ct.,White & Gold,5961,41,>50K
5586,Earrings rings,160,Women,Earrings,Haritidis,Gold 14ct.,Gold,2763,31,<=50K
5587,Earrings rings,190,Women,Earrings,Haritidis,Gold 14ct.,Gold,3178,33,>50K
5588,Earrings monopetra,95,Women,Earrings,Haritidis,Gold 14ct.,White,5006,38,>50K
5589,Earrings triangle,120,Women,Earrings,Haritidis,Gold 14ct.,Gold,5873,41,<=50K
5590,Earrings Stavros,120,Women,Earrings,Haritidis,Gold 14ct.,Gold,6648,43,<=50K
5591,Earrings rhombus,120,Women,Earrings,Haritidis,Gold 14ct.,Gold,6437,43,>50K
5592,Earrings woman,145,Women,Earrings,Haritidis,Gold 14ct.,Gold,6022,41,>50K
5593,Earrings woman,145,Women,Earrings,Haritidis,Gold 14ct.,White & Gold,6318,42,<=50K
5594,Earrings pendant,200,Women,Earrings,Haritidis,Gold 14ct.,White & Gold,3434,33,<=50K
5595,Earrings woman,165,Women,Earrings,Haritidis,Gold 14ct.,"White, Gold & Rose",756,25,>50K
5596,Earrings woman,200,Women,Earrings,Haritidis,Gold 14ct.,White & Gold,3528,34,<=50K
5597,Earrings with chain,125,Women,Earrings,Haritidis,Gold 14ct.,Gold,7056,45,<=50K
5598,Earrings infinity,135,Women,Earrings,Haritidis,Gold 14ct.,Gold,6892,44,>50K
5599,Ring woman,260,Women,Ring,Haritidis,Gold 14ct.,Gold,4107,35,<=50K
5600,Ring woman,210,Women,Ring,Haritidis,Gold 14ct.,Gold,3815,34,<=50K
5601,Ring woman,190,Women,Ring,Haritidis,Gold 14ct.,White & Gold,7849,49,>50K
5602,Ring woman,160,Women,Ring,Haritidis,Gold 14ct.,Gold,7724,49,<=50K
5603,Ring bond,130,Women,Ring,Haritidis,Gold 14ct.,Gold,6598,43,<=50K
5604,Ring oval,125,Women,Ring,Haritidis,Gold 14ct.,White & Gold,3194,33,<=50K
5605,Ring with hearts,100,Women,Ring,Haritidis,Gold 14ct.,White & Gold,4652,37,>50K
5606,Ring braid,130,Women,Ring,Haritidis,Gold 14ct.,White & Gold,3761,34,<=50K
5607,Ring with circles,100,Women,Ring,Haritidis,Gold 14ct.,White & Gold,1290,27,<=50K
5608,Ring with hearts,110,Women,Ring,Haritidis,Gold 14ct.,White & Gold,7679,48,<=50K
5609,Ring male,310,Men,Ring,Haritidis,Gold 14ct.,Gold,3316,33,<=50K
5610,Ring male,400,Men,Ring,Haritidis,Gold 14ct.,Gold,3812,34,<=50K
5611,Ring male,210,Men,Ring,Haritidis,Gold 14ct.,Gold,6177,42,>50K
5612,Ring male,360,Men,Ring,Haritidis,Gold 14ct.,Gold,6231,42,>50K
5613,Ring male,280,Men,Ring,Haritidis,Gold 14ct.,Gold,1487,28,<=50K
5614,Earrings woman,230,Women,Earrings,Haritidis,Gold 14ct.,Gold,4523,36,<=50K
5615,Ring woman,190,Women,Ring,Haritidis,Gold 14ct.,Gold,4640,37,<=50K
5616,Necklace woman,225,Women,Necklaces,Haritidis,Gold 14ct.,Gold,7270,46,<=50K
5617,Earrings with pearl,325,Women,Earrings,Haritidis,Gold 14ct.,Gold,6235,42,>50K
5618,Ring with pearl,220,Women,Ring,Haritidis,Gold 14ct.,Gold,3940,35,>50K
5619,Pearl bracelet,600,Women,Bracelet,Haritidis,Gold 14ct.,Gold,7758,49,>50K
5620,Necklace with pearl,275,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4384,36,<=50K
5621,Necklace with pearls,205,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2397,30,<=50K
5622,Earrings woman,220,Women,Earrings,Haritidis,Gold 14ct.,Gold,6702,44,>50K
5623,Bracelet woman,290,Women,Bracelet,Haritidis,Gold 14ct.,White,4836,37,>50K
5624,Bracelet woman,280,Women,Bracelet,Haritidis,Gold 14ct.,Gold,3187,33,>50K
5625,Necklace flamingo,170,Women,Necklaces,Haritidis,Gold 14ct.,Gold,2830,32,<=50K
5626,Necklace corona,150,Women,Necklaces,Haritidis,Gold 14ct.,Gold,883,26,<=50K
5627,Necklace cupcake,150,Women,Necklaces,Haritidis,Gold 14ct.,Gold,6935,45,>50K
5628,Mom Necklace,135,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4454,36,>50K
5629,Necklace Stavros,100,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1761,28,<=50K
5630,Necklace heart,100,Women,Necklaces,Haritidis,Gold 14ct.,Gold,381,24,<=50K
5631,Necklace corona,110,Women,Necklaces,Haritidis,Gold 14ct.,Gold,178,23,<=50K
5632,Stavros female,220,Women,Cross,Haritidis,Gold 14ct.,White & Rose,2423,30,<=50K
5633,Necklace woman,205,Women,Necklaces,Haritidis,Gold 14ct.,Rose,7339,46,>50K
5634,Stavros male,535,Men,Cross,Haritidis,Gold 14ct.,White & Gold,5821,40,>50K
5635,Stavros male,195,Men,Cross,Haritidis,Gold 14ct.,White & Gold,7382,47,>50K
5636,Stavros male,185,Men,Cross,Haritidis,Gold 14ct.,White & Gold,7527,47,<=50K
5637,Stavros male,170,Men,Cross,Haritidis,Gold 14ct.,Gold,626,25,<=50K
5638,Ring rosette,230,Women,Ring,Haritidis,Gold 14ct.,Rose,1796,29,>50K
5639,Monoch Ring,240,Women,Ring,Haritidis,Gold 14ct.,White,4244,36,>50K
5640,Ring with pearl,280,Women,Ring,Haritidis,Gold 14ct.,White,3504,34,>50K
5641,Ring with pearl,300,Women,Ring,Haritidis,Gold 14ct.,Gold,569,25,>50K
5642,Stavros with diamonds,470,Women,Cross,Haritidis,Gold 18ct.,White,1384,27,<=50K
5643,Pearl earrings 8.5mm,165,Women,Earrings,Haritidis,Gold 14ct.,Gold,1201,27,<=50K
5644,Pearl earrings 7.5mm,130,Women,Earrings,Haritidis,Gold 14ct.,Gold,7797,49,<=50K
5645,Ring serpent,1400,Women,Ring,Haritidis,Gold 18ct.,White,5998,41,>50K
5646,Necklace wings angel,175,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5464,39,<=50K
5647,Necklace wings angel,170,Women,Necklaces,Haritidis,Gold 14ct.,Gold,5156,38,<=50K
5648,Necklace feather angel,125,Women,Necklaces,Haritidis,Gold 14ct.,Rose,3607,34,>50K
5649,Ring woman,280,Women,Ring,Haritidis,Gold 14ct.,White,5876,41,>50K
5650,Necklace family,160,Women,Necklaces,Haritidis,Gold 14ct.,Gold,1294,27,<=50K
5651,Pearl earrings,70,Women,Earrings,Haritidis,Gold 14ct.,Gold,3710,34,<=50K
5652,Pearl earrings,110,Women,Earrings,Haritidis,Gold 14ct.,Gold,7275,46,<=50K
5653,Bracelet Cluse Amourette Rose Gold Grey Velvet and Marble Pendant,40,Women,Bracelet,Cluse,Brass,Rose,4468,36,>50K
5654,Bracelet Cluse Essentielle Silver Hexagons,35,Women,Bracelet,Cluse,Brass,White,1721,28,>50K
5655,Earrings Michael Kors Logo,59,Women,Earrings,Michael Kors,Stainless Steel,Rose,5624,40,>50K
5656,Necklace Michael Kors,119,Women,Necklaces,Michael Kors,Stainless Steel,Gold,1506,28,>50K
5657,Monoch Ring,590,Women,Ring,Haritidis,Gold 18ct.,White,4819,37,<=50K
5658,Ring halfway,780,Women,Ring,Haritidis,Gold 18ct.,White,7817,49,<=50K
5659,Ring halfway,660,Women,Ring,Haritidis,Gold 18ct.,White,1235,27,<=50K
5660,Earrings with black diamonds,660,Women,Earrings,Haritidis,Gold 18ct.,Rose,4328,36,<=50K
5661,Black Diamond Ring,1050,Women,Ring,Haritidis,Gold 18ct.,Rose,7715,48,>50K
5662,Ring with blue topaz,700,Women,Ring,Haritidis,Gold 18ct.,White,5714,40,<=50K
5663,Ring halfway,1350,Women,Ring,Haritidis,Gold 18ct.,Rose,4531,36,<=50K
5664,Monoch Ring,1100,Women,Ring,Haritidis,Gold 18ct.,White & Rose,7712,48,>50K
5665,Monoch Ring,1300,Women,Ring,Haritidis,Gold 18ct.,Rose,7353,47,>50K
5666,Monoch Ring,1150,Women,Ring,Haritidis,Gold 18ct.,Rose,5784,40,<=50K
5667,Monoch Ring,780,Women,Ring,Haritidis,Gold 18ct.,Rose,4604,36,>50K
5668,Monoch Ring,1760,Women,Ring,Haritidis,Gold 18ct.,White,3226,33,<=50K
5669,Earrings with diamonds,370,Women,Earrings,Haritidis,Gold 18ct.,White,1601,28,<=50K
5670,Earrings with diamonds,770,Women,Earrings,Haritidis,Gold 18ct.,White,1904,29,<=50K
5671,Earrings with diamonds,490,Women,Earrings,Haritidis,Gold 18ct.,Gold,5956,41,>50K
5672,Earrings with diamonds,720,Women,Earrings,Haritidis,Gold 18ct.,Gold,1008,26,<=50K
5673,Earrings with diamonds,570,Women,Earrings,Haritidis,Gold 18ct.,Rose,6178,42,>50K
5674,Earrings with diamonds,720,Women,Earrings,Haritidis,Gold 18ct.,Rose,7322,46,>50K
5675,Ring with sapphire,950,Women,Ring,Haritidis,Gold 18ct.,White,1911,29,>50K
5676,Set Guess Jewel Bracelet-Earrings,70,Women,Bracelet,Guess,Metal Alloy,White,842,26,>50K
5677,Set Guess Jewel Bracelet-Earrings,70,Women,Bracelet,Guess,Metal Alloy,White,4048,35,<=50K
5678,Set Guess Jewel Bracelet-Earrings,70,Women,Bracelet,Guess,Metal Alloy,Rose,5591,40,>50K
5679,Necklace tear,165,Women,Necklaces,Haritidis,Gold 14ct.,Gold,3366,33,<=50K
5680,Necklace tear,110,Women,Necklaces,Haritidis,Gold 14ct.,White,1727,28,<=50K
5681,Stavros male,170,Men,Cross,Haritidis,Gold 14ct.,White & Gold,7506,47,<=50K
5682,Bracelet woman,395,Women,Bracelet,Haritidis,Gold 14ct.,Gold,7920,50,<=50K
5683,Necklace woman,775,Women,Necklaces,Haritidis,Gold 14ct.,Gold,4987,38,<=50K
5684,Earrings woman,235,Women,Earrings,Haritidis,Gold 14ct.,Gold,6632,43,>50K
5685,Earrings tear,135,Women,Earrings,Haritidis,Gold 14ct.,White,5954,41,>50K
5686,Ring late,280,Women,Ring,Haritidis,Gold 14ct.,White,7854,49,<=50K
5687,Ring late,180,Women,Ring,Haritidis,Gold 14ct.,Gold,1502,28,<=50K
5688,Ring tear,210,Women,Ring,Haritidis,Gold 14ct.,Gold,544,24,<=50K
5689,Ring woman,150,Women,Ring,Haritidis,Gold 14ct.,Gold,988,26,<=50K
5690,Necklace with pearl & diamonds,600,Women,Necklaces,Haritidis,Gold 18ct.,Rose,5677,40,<=50K
5691,Earrings with pearls & diamonds,1540,Women,Earrings,Haritidis,Gold 18ct.,Rose,7727,49,<=50K
